id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,period,proba_invest,rank,target,segment_expected_rate,expected_value_person,expected_value_gt_5
17673,76,retired,married,tertiary,cellular,3099.28,no,no,4,high,2,0.681931384113606,24,1,0.23616120248162062,499.1258276852067,1
17144,32,management,single,tertiary,cellular,417.41,no,no,5,high,2,0.6813417171047026,25,1,0.2807118890879686,79.83413735346426,1
16327,36,management,single,,cellular,69.64,no,no,2,high,2,0.6809918340708228,26,1,0.2807118890879686,13.312556792174698,1
17022,29,self-employed,single,tertiary,cellular,846.79,no,no,10,high,2,0.6743894182522199,27,1,0.21354247302872037,121.94689191713509,1
21008,47,admin.,single,secondary,cellular,3797.36,no,no,5,high,2,0.6742877582156352,28,1,0.21272985910724368,544.697646642135,1
16177,47,management,single,tertiary,cellular,26.42,no,no,5,high,2,0.6728127371865296,29,1,0.2807118890879686,4.989853840382412,0
16615,32,management,single,tertiary,cellular,3279.42,no,no,2,high,2,0.6720214177372829,30,1,0.2807118890879686,618.6442237594182,1
21823,29,student,single,tertiary,cellular,3233.04,no,no,8,high,2,0.6718592384708665,31,1,0.18015634565252306,391.32620848622383,1
18048,68,retired,married,tertiary,cellular,2767.93,no,no,3,high,2,0.6718289069018044,32,1,0.23616120248162062,439.15955932927693,1
21963,38,management,single,tertiary,cellular,3212.84,no,no,2,high,2,0.6692759539488481,33,1,0.2807118890879686,603.6081940640541,1
20558,35,technician,single,tertiary,cellular,664.85,no,no,3,high,2,0.6621865326715366,34,1,0.18015634565252306,79.31468083528874,1
20800,29,management,single,tertiary,cellular,1857.38,no,no,2,high,2,0.6619780189917526,35,1,0.2807118890879686,345.1478246947038,1
21614,26,management,single,tertiary,cellular,2923.63,no,no,1,high,2,0.6608144844549851,36,1,0.2807118890879686,542.3289277133418,1
22576,31,management,single,tertiary,cellular,187.99,no,no,3,high,2,0.6587389787840116,37,1,0.2807118890879686,34.76233311363226,1
18521,41,technician,single,tertiary,cellular,446.77,no,no,3,high,2,0.6581968847867655,38,1,0.18015634565252306,52.97724741146601,1
16769,31,management,single,tertiary,cellular,80.16,no,no,3,high,2,0.6578817391025045,39,1,0.2807118890879686,14.803566098520161,1
21143,55,management,divorced,tertiary,cellular,2360.67,no,no,2,high,2,0.6554670420752622,40,1,0.27068737085624456,418.84577056906477,1
20177,53,management,divorced,tertiary,cellular,2160.33,no,no,2,high,2,0.6546260888457585,41,1,0.27068737085624456,382.80834782341134,1
16039,31,management,single,tertiary,cellular,611.68,no,no,2,high,2,0.6512949280235567,42,1,0.2807118890879686,111.83114812105829,1
15835,61,self-employed,married,tertiary,cellular,11053.98,no,no,5,high,2,0.6478573491873043,43,1,0.23616120248162062,1691.2453504650202,1
19765,56,management,married,,cellular,4668.23,no,no,0,high,2,0.646924166483983,44,1,0.2864957947935539,865.2146650038461,1
17625,56,retired,married,tertiary,cellular,301.43,no,no,2,high,2,0.6460064969443055,45,1,0.23616120248162062,45.98666452850687,1
21443,40,management,married,tertiary,cellular,55.39,no,no,6,high,2,0.644681772404418,46,1,0.2864957947935539,10.230456383107471,1
21903,33,management,single,tertiary,cellular,2534.29,no,no,0,high,2,0.6441658528160867,47,1,0.2807118890879686,458.2630232854287,1
15834,41,self-employed,single,tertiary,telephone,1597.21,no,no,8,high,2,0.6419033777582023,48,1,0.1793756773441251,183.9057193094171,1
20779,40,unemployed,single,tertiary,cellular,8114.82,no,no,2,high,2,0.6417941401715764,49,1,0.18015634565252306,938.2621614442322,1
20151,53,management,married,tertiary,cellular,1603.56,no,no,5,high,2,0.6412304938973382,50,1,0.2864957947935539,294.5897510223518,1
22161,29,technician,single,tertiary,cellular,1757.98,no,no,0,high,2,0.6406094331822539,51,1,0.18015634565252306,202.8882159658275,1
16738,28,management,single,tertiary,cellular,259.06,no,no,1,high,2,0.6386232921776539,52,1,0.2807118890879686,46.441466196602406,1
16138,36,management,married,tertiary,cellular,448.12,no,no,5,high,2,0.6383991933618214,53,1,0.2864957947935539,81.96055840751164,1
22610,33,management,single,tertiary,cellular,1744.55,no,no,0,high,2,0.6377426363033739,54,1,0.2807118890879686,312.3127257561293,1
17146,31,management,single,tertiary,cellular,152.97,no,no,1,high,2,0.6365927429729381,55,1,0.2807118890879686,27.335609198778855,1
23086,26,technician,single,tertiary,cellular,1104.21,no,no,0,high,2,0.6364392431416983,56,1,0.18015634565252306,126.60713767412722,1
18702,32,management,married,tertiary,cellular,1299.91,no,no,4,high,2,0.6358338977959975,57,1,0.2864957947935539,236.79646454106043,1
18186,36,technician,married,secondary,cellular,15823.54,no,no,0,high,2,0.6332040123594135,58,1,0.21061282428803185,2110.241304459936,1
18770,57,retired,married,secondary,cellular,5365.78,no,no,4,high,2,0.6325523541385384,59,1,0.21061282428803185,714.848731315834,1
17687,46,management,married,tertiary,cellular,2733.31,no,no,3,high,2,0.631011211180918,60,1,0.2864957947935539,494.13340823915087,1
20203,40,unemployed,single,tertiary,cellular,8129.24,no,no,1,high,2,0.6308235270087991,61,1,0.18015634565252306,923.8626113847607,1
18771,52,technician,married,tertiary,cellular,2578.47,no,no,3,high,2,0.6286071636696944,62,1,0.23616120248162062,382.78063653065243,1
16174,48,management,married,tertiary,cellular,2426.19,no,no,3,high,2,0.6276957130210308,63,1,0.2864957947935539,436.3070421086885,1
20586,43,services,married,tertiary,cellular,4298.31,no,no,3,high,2,0.6269865206427357,64,1,0.23616120248162062,636.450291700244,1
16049,55,technician,married,secondary,cellular,10424.17,no,no,4,high,2,0.6259593512001694,65,1,0.21061282428803185,1374.271148761688,1
19862,36,management,married,tertiary,cellular,269.3,no,no,4,high,2,0.6257870028834632,66,1,0.2864957947935539,48.28154334456113,1
16065,37,management,married,tertiary,cellular,88.43,no,no,4,high,2,0.6238948371030105,67,1,0.2864957947935539,15.806265351967197,1
19820,28,management,married,tertiary,cellular,883.8,no,no,3,high,2,0.6227931082403598,68,1,0.2864957947935539,157.694318657639,1
17621,67,retired,divorced,secondary,cellular,698.46,no,no,3,high,2,0.6215936114247042,69,1,0.17798698110800848,77.27452048308011,1
18272,23,student,single,tertiary,cellular,649.39,no,no,5,high,2,0.620486926629807,70,1,0.18015634565252306,72.59183855650595,1
18536,47,admin.,married,secondary,cellular,3729.06,no,no,4,high,2,0.6204412203239136,71,1,0.21272985910724368,492.1851055307142,1
21875,30,student,single,tertiary,cellular,7625.46,no,no,0,high,2,0.619357681501732,72,1,0.18015634565252306,850.8581035622948,1
22299,31,admin.,single,secondary,cellular,244.07,no,no,2,high,2,0.6189695162800216,73,1,0.21272985910724368,32.13750184040167,1
21020,31,management,married,tertiary,cellular,1860.61,no,no,2,high,2,0.6184530480621817,74,1,0.2864957947935539,329.67068979805526,1
21504,42,admin.,single,secondary,cellular,668.2,no,no,2,high,2,0.618147502331924,75,1,0.21272985910724368,87.86725164669699,1
22961,31,management,single,tertiary,cellular,284.31,yes,no,50,low,2,0.6172277096765756,76,1,0.09281817384526395,16.28810536006661,1
22155,36,student,single,,cellular,373.38,no,no,2,high,2,0.6171398005562267,77,1,0.17180729385298654,39.589152475570124,1
22981,48,management,married,tertiary,cellular,1118.84,no,no,3,high,2,0.6168356658747607,78,1,0.2864957947935539,197.72232711776857,1
21808,29,self-employed,single,tertiary,cellular,1636.28,no,no,4,high,2,0.6150287191657098,79,1,0.21354247302872037,214.90043074223598,1
20678,71,retired,divorced,secondary,cellular,1.49,no,no,3,high,2,0.6141918700469915,80,1,0.17798698110800848,0.16288405358841193,0
16580,35,unemployed,single,tertiary,cellular,416.98,no,no,5,high,2,0.6137844513491443,81,1,0.18015634565252306,46.108465750232604,1
16830,36,technician,single,tertiary,cellular,536.71,yes,no,11,high,2,0.6130258227642734,82,1,0.19265592616832625,63.387092071198026,1
20972,26,admin.,single,secondary,cellular,249.76,no,no,1,high,2,0.6096537328575925,83,1,0.21272985910724368,32.391762201103404,1
15650,47,admin.,divorced,secondary,cellular,2229.39,no,no,0,high,2,0.605766418672195,84,1,0.21272985910724368,287.28946150917284,1
15640,27,student,single,tertiary,cellular,302.83,no,no,4,high,2,0.604614857690177,85,1,0.18015634565252306,32.98581931191174,1
19600,38,technician,married,secondary,cellular,6889.81,no,no,4,high,2,0.6031380130671412,86,1,0.21061282428803185,875.2029210982978,1
16088,27,admin.,married,secondary,cellular,3426.42,no,no,2,high,2,0.6031190082831541,87,1,0.21272985910724368,439.61455719389545,1
16887,62,retired,married,tertiary,cellular,2506.77,yes,no,9,high,2,0.6022102535492029,88,1,0.2045832359316559,308.8393843243255,1
22550,38,management,married,tertiary,cellular,201.12,no,no,2,high,2,0.6017064318108177,89,1,0.2864957947935539,34.67034520871043,1
20510,33,management,married,tertiary,cellular,1298.97,no,no,1,high,2,0.6015339219663507,90,1,0.2864957947935539,223.86051374250215,1
20345,25,student,single,tertiary,cellular,1186.2,no,no,3,high,2,0.6014218263789207,91,1,0.18015634565252306,128.52472069689298,1
20753,38,management,married,tertiary,cellular,1307.11,no,no,1,high,2,0.5995885532267635,92,1,0.2864957947935539,224.53483178720668,1
16860,46,management,married,tertiary,cellular,297.21,no,no,2,high,2,0.599297980493604,93,1,0.2864957947935539,51.02987255194733,1
20916,40,admin.,married,secondary,cellular,729.51,no,no,4,high,2,0.5980063661778356,94,1,0.21272985910724368,92.8037465493285,1
21741,41,,single,,cellular,981.12,no,no,0,high,2,0.5974067916560293,95,1,0.17180729385298654,100.70102282524925,1
21689,62,management,married,tertiary,cellular,3493.34,no,no,0,high,2,0.5969550681825031,96,1,0.2864957947935539,597.4488812251307,1
15822,58,admin.,married,secondary,cellular,103.55,no,no,5,high,2,0.5969397337069101,97,1,0.21272985910724368,13.149494059035456,1
21463,31,self-employed,single,tertiary,cellular,3410.82,no,no,1,high,2,0.5948626555235902,98,1,0.21354247302872037,433.2711524966326,1
19119,42,technician,married,tertiary,cellular,765.74,no,no,1,high,2,0.5946296502294163,99,1,0.23616120248162062,107.53168377588415,1
17128,37,management,married,tertiary,cellular,565.16,no,no,1,high,2,0.5936820508253101,100,1,0.2864957947935539,96.12660120407426,1
16273,53,blue-collar,married,secondary,cellular,6176.14,no,no,1,high,2,0.5935639692460999,101,1,0.21061282428803185,772.09274983367,1
18585,28,self-employed,single,tertiary,cellular,124.95,no,no,3,high,2,0.591180366769585,102,1,0.21354247302872037,15.77395258487409,1
21780,58,management,married,tertiary,cellular,1246.02,no,no,1,high,2,0.590976372776104,103,1,0.2864957947935539,210.96644429079856,1
19623,43,technician,divorced,secondary,cellular,1716.87,no,no,3,high,2,0.5895778080086393,104,1,0.20381632963357155,206.3086876815539,1
18453,59,retired,divorced,secondary,cellular,419.37,no,no,0,high,2,0.5881046210796167,105,1,0.17798698110800848,43.89754052565327,1
22221,67,retired,divorced,secondary,cellular,672.62,no,no,0,high,2,0.5870177620040317,106,1,0.17798698110800848,70.27635952224519,1
20460,41,blue-collar,married,secondary,cellular,1991.56,no,no,3,high,2,0.585844578938525,107,1,0.21061282428803185,245.73138166943835,1
20361,31,services,single,secondary,cellular,1569.37,no,no,4,high,2,0.5854845132982444,108,1,0.17798698110800848,163.54188355045576,1
20466,72,retired,married,secondary,cellular,5892.92,no,no,0,high,2,0.5853921969479197,109,1,0.21061282428803185,726.5446120850042,1
21445,60,technician,married,secondary,cellular,184.51,no,no,8,high,2,0.5832910027894762,110,1,0.21061282428803185,22.666788816583768,1
20377,28,management,single,secondary,cellular,1662.54,no,no,2,high,2,0.583077846468514,111,1,0.2807118890879686,272.11936633885455,1
21962,61,retired,married,secondary,cellular,987.94,no,no,3,high,2,0.5826889044961371,112,1,0.21061282428803185,121.2417314815925,1
20381,32,admin.,married,secondary,cellular,1248.45,no,no,2,high,2,0.582514779531612,113,1,0.21272985910724368,154.70578537724333,1
21096,38,technician,married,secondary,cellular,325.22,no,no,7,high,2,0.5818325788864991,114,1,0.21061282428803185,39.85291498676873,1
15419,34,admin.,married,secondary,cellular,966.69,no,no,2,high,2,0.5792726723794641,115,1,0.21272985910724368,119.12384951448747,1
20861,29,technician,single,secondary,cellular,1104.14,no,no,2,high,2,0.5791400622251747,116,1,0.20381632963357155,130.33070016470438,1
21069,77,retired,married,secondary,telephone,4188.5,no,no,2,high,2,0.5786284931863049,117,1,0.17489695515206966,423.87771465590333,1
19306,45,blue-collar,single,secondary,cellular,74.56,no,no,0,high,2,0.5779780787814873,118,1,0.17798698110800848,7.670179071878145,1
21033,80,retired,married,secondary,telephone,2399.81,no,no,3,high,2,0.5736620754189268,119,1,0.17489695515206966,240.77713763221672,1
18969,35,admin.,single,secondary,cellular,-1.63,no,yes,10,high,2,0.5718297555576622,120,1,0.20372662220860727,-0.18989001966236183,0
15609,42,blue-collar,married,secondary,cellular,2914.65,no,no,1,high,2,0.570017432579682,121,1,0.21061282428803185,349.91242214721296,1
22108,40,blue-collar,married,secondary,cellular,1452.12,no,no,2,high,2,0.5699162213782347,122,1,0.21061282428803185,174.30038136823126,1
16137,62,retired,married,tertiary,cellular,2579.41,yes,no,6,high,2,0.5679510389958864,123,1,0.2045832359316559,299.7100604097622,1
20621,60,retired,married,secondary,cellular,1921.32,no,no,1,high,2,0.5677441158257192,124,1,0.21061282428803185,229.74028601042826,1
15688,35,unemployed,single,tertiary,cellular,412.79,no,no,1,high,2,0.567443449657186,125,1,0.18015634565252306,42.19891830615764,1
19189,60,retired,married,secondary,cellular,495.18,no,no,2,high,2,0.567133998020411,126,1,0.21061282428803185,59.14711829580981,1
21924,74,retired,married,secondary,cellular,953.52,no,no,2,high,2,0.5653377871604108,127,1,0.21061282428803185,113.53313583493805,1
18736,61,retired,married,secondary,telephone,1802.97,no,no,2,high,2,0.564563928430335,128,1,0.17489695515206966,178.02618104893313,1
16354,44,technician,divorced,secondary,cellular,2.83,no,no,2,high,2,0.5626795323394935,129,1,0.20381632963357155,0.32455367402707735,0
16353,75,retired,married,secondary,cellular,269.23,no,no,2,high,2,0.5589717657956847,130,1,0.21061282428803185,31.69553851953986,1
18616,35,management,single,tertiary,cellular,1788.68,yes,no,5,high,2,0.5531065804608091,131,1,0.2548816005531069,252.1621867712435,1
21881,28,services,single,secondary,cellular,376.46,no,no,2,high,2,0.5528940914373311,132,1,0.17798698110800848,37.04665693507244,1
17946,53,entrepreneur,married,tertiary,cellular,1953.96,no,no,3,high,2,0.5512231519611894,133,1,0.23616120248162062,254.36167167429934,1
22691,61,retired,married,secondary,cellular,30.92,no,no,1,high,2,0.5508638730532567,134,1,0.21061282428803185,3.587307359473538,0
15878,54,services,divorced,secondary,cellular,-10.44,no,no,3,high,2,0.5498003511529629,135,1,0.17798698110800848,-1.0216302612124772,0
17299,38,services,married,secondary,cellular,4073.88,no,no,3,high,2,0.5469319906409834,136,1,0.21061282428803185,469.2738680144782,1
17167,23,student,single,secondary,cellular,75.59,no,no,6,high,2,0.5468026660632923,137,1,0.17798698110800848,7.356702700499897,1
17788,56,blue-collar,married,secondary,telephone,60053.17,no,no,0,unknown,2,0.5437223349066449,138,1,0.04202667008875204,1372.2653304601301,1
15517,63,housemaid,married,tertiary,cellular,1498.31,no,no,3,high,2,0.5430718845883552,139,1,0.23616120248162062,192.1620172068046,1
22624,42,technician,married,secondary,cellular,1142.25,no,no,3,high,2,0.540110402176035,140,1,0.21061282428803185,129.93570894055568,1
20891,52,technician,married,secondary,cellular,135.78,no,no,4,high,2,0.5390054082507589,141,1,0.21061282428803185,15.413942662702963,1
18262,32,technician,single,tertiary,cellular,1214.41,yes,no,4,high,2,0.5387452979759376,142,1,0.19265592616832625,126.04661877585126,1
20451,53,admin.,married,secondary,telephone,124.11,no,no,1,high,2,0.5387169989862041,143,1,0.21272985910724368,14.22315385137576,1
17584,24,student,single,secondary,cellular,445.28,no,no,5,high,2,0.5377352939085843,144,1,0.17798698110800848,42.61769607796482,1
17422,59,technician,married,secondary,cellular,48.74,no,no,4,high,2,0.5353178273010107,145,1,0.21061282428803185,5.495181527610444,1
18718,37,technician,married,secondary,cellular,1546.94,no,no,2,high,2,0.5338404764605553,146,1,0.21061282428803185,173.92811125284265,1
19993,33,management,single,tertiary,cellular,681.79,yes,no,4,high,2,0.5323425062701085,147,1,0.2548816005531069,92.50820574256538,1
15634,30,technician,married,secondary,cellular,2351.28,no,no,1,high,2,0.531915254988363,148,1,0.21061282428803185,263.409605280114,1
20263,42,unemployed,married,tertiary,cellular,565.09,no,no,2,high,2,0.5317281386584114,149,1,0.23616120248162062,70.96036110976536,1
19385,70,retired,married,primary,cellular,2339.63,no,no,5,high,2,0.530327532845314,150,1,0.21061282428803185,261.32211730878663,1
17719,35,technician,married,tertiary,cellular,8161.7,yes,no,2,high,2,0.5284854107628921,151,1,0.2045832359316559,882.4369274228995,1
22565,35,unemployed,married,secondary,cellular,1020.55,no,no,8,high,2,0.5277093835704096,152,1,0.21061282428803185,113.42633925062387,1
21347,22,management,single,tertiary,cellular,142.4,no,yes,3,high,2,0.5268203721872063,153,1,0.2807118890879686,21.058787244665712,1
21413,38,services,married,secondary,cellular,2673.56,no,no,2,high,2,0.5227026396601624,154,1,0.21061282428803185,294.3265503183265,1
16161,56,services,married,secondary,cellular,2012.58,no,no,3,high,2,0.5212871885454745,155,1,0.21061282428803185,220.96068935888303,1
17042,39,technician,married,secondary,cellular,107.66,no,no,2,high,2,0.5203243359600732,156,1,0.21061282428803185,11.798134045272944,1
21402,32,technician,married,tertiary,cellular,3005.96,yes,no,5,high,2,0.5201489591209617,157,1,0.2045832359316559,319.8754976633986,1
16200,72,retired,married,primary,cellular,2592.58,no,no,4,high,2,0.5197702562029343,158,1,0.21061282428803185,283.8104627737487,1
22990,63,technician,married,secondary,cellular,1050.1,no,no,2,high,2,0.5185774398336562,159,1,0.21061282428803185,114.69093408211594,1
22536,57,housemaid,married,tertiary,cellular,2268.86,no,no,0,high,2,0.5165618311032675,160,1,0.23616120248162062,276.7824587160279,1
15613,47,technician,married,secondary,cellular,4.0,no,no,2,high,2,0.5160552287027942,161,1,0.21061282428803185,0.4347513968228067,0
20401,29,admin.,single,secondary,cellular,420.58,yes,no,5,high,2,0.5120945729304458,162,1,0.24458270866493753,52.67742534786515,1
19004,31,technician,married,secondary,cellular,139.26,no,no,1,high,2,0.5119918281004354,163,1,0.21061282428803185,15.016690576760347,1
15526,54,technician,married,secondary,telephone,55.04,no,no,3,high,2,0.5117992118831319,164,1,0.18706013317745135,5.26937706957293,1
20045,38,management,single,tertiary,cellular,1072.9,yes,no,2,high,2,0.509783894393311,165,1,0.2548816005531069,139.4067625362281,1
16331,57,retired,married,secondary,cellular,3713.94,yes,no,7,high,2,0.5096026767383377,166,1,0.2291458243301642,433.68912429230136,1
17634,23,student,single,secondary,cellular,1183.17,no,no,2,high,2,0.50880738603472,167,1,0.17798698110800848,107.14916557203705,1
22577,35,management,single,tertiary,cellular,112.52,yes,no,2,high,2,0.5025590850261644,168,1,0.2548816005531069,14.413031557226322,1
22819,45,management,married,tertiary,cellular,293.82,yes,no,6,high,2,0.5014080918540236,169,1,0.2553772480206931,37.623127598744375,1
15725,60,services,married,tertiary,cellular,4390.66,yes,no,5,high,2,0.4999299290735363,170,1,0.2045832359316559,449.0647737476136,1
20037,25,student,single,secondary,cellular,271.5,no,no,2,high,2,0.499913345159557,171,1,0.17798698110800848,24.157545223230787,1
17716,33,management,married,secondary,cellular,345.02,no,no,0,high,2,0.49968345575818834,172,1,0.2864957947935539,49.392100181084025,1
18669,33,self-employed,married,secondary,cellular,433.94,no,no,6,high,2,0.4994354134362906,173,1,0.21061282428803185,45.64506504022426,1
15799,35,management,single,tertiary,cellular,710.99,yes,no,1,high,2,0.49586759101317973,174,1,0.2548816005531069,89.86026658450263,1
19887,70,retired,married,primary,cellular,2481.79,no,no,2,high,2,0.49568248307283347,175,1,0.21061282428803185,259.09164830798454,1
22355,67,technician,married,secondary,cellular,-22.88,no,no,1,high,2,0.49544665959088346,176,1,0.21061282428803185,-2.3874689755604015,0
22321,35,management,divorced,tertiary,cellular,451.45,yes,no,1,high,2,0.4928034488716109,177,1,0.236142969727029,52.53617096008592,1
19103,31,admin.,married,secondary,cellular,8987.64,yes,no,1,high,2,0.49256327229237173,178,1,0.24458270866493753,1082.76309433793,1
18599,40,management,married,tertiary,cellular,2793.63,yes,no,3,high,2,0.4896578998977876,179,1,0.2553772480206931,349.33641096111376,1
22839,76,retired,married,primary,cellular,3420.15,no,no,1,high,2,0.48947631876176406,180,1,0.21061282428803185,352.5832290129999,1
22170,27,student,single,secondary,cellular,520.68,no,no,1,high,2,0.489297431597452,181,1,0.17798698110800848,45.34527804069051,1
18813,27,student,single,tertiary,cellular,3695.07,yes,no,4,high,2,0.4886225180833018,182,1,0.19265592616832625,347.83919734456515,1
21350,30,student,single,secondary,cellular,1824.1,no,no,0,high,2,0.4875758805421775,183,1,0.17798698110800848,158.29933630264068,1
22732,70,retired,married,primary,cellular,2865.22,no,no,1,high,2,0.48709360675661506,184,1,0.21061282428803185,293.9376484016371,1
18856,48,unemployed,married,secondary,cellular,966.11,no,no,5,high,2,0.4858638582003542,185,1,0.21061282428803185,98.86122418315796,1
18307,53,services,married,secondary,cellular,326.77,no,no,1,high,2,0.4837111130955606,186,1,0.21061282428803185,33.28994329397653,1
22483,29,unemployed,single,tertiary,cellular,480.11,yes,no,6,high,2,0.4833396299854535,187,1,0.19265592616832625,44.70700015982531,1
20527,26,technician,single,tertiary,cellular,-21.92,yes,no,0,high,2,0.48250759323375364,188,1,0.19265592616832625,-2.0376382038887586,0
16245,37,admin.,married,secondary,cellular,1342.28,yes,no,6,high,2,0.48239635088319455,189,1,0.24458270866493753,158.36998787780502,1
17799,52,unemployed,married,secondary,cellular,1394.9,no,no,4,high,2,0.4760082367845433,190,1,0.21061282428803185,139.84352224740127,1
19694,29,student,single,secondary,cellular,354.88,no,no,0,high,2,0.47503239802115127,191,1,0.17798698110800848,30.00495582066605,1
16660,30,admin.,single,secondary,cellular,286.95,yes,no,2,high,2,0.4745797822295792,192,1,0.24458270866493753,33.30743677216799,1
19671,31,management,single,tertiary,cellular,39017.86,no,no,0,unknown,2,0.47170425107341585,193,1,0.07642376706863628,1406.5710591298446,1
20445,29,management,married,tertiary,cellular,1455.8,yes,no,2,high,2,0.47050900775727184,194,1,0.2553772480206931,174.9249908908046,1
20090,32,technician,single,secondary,cellular,6524.02,yes,no,1,high,2,0.466973454147854,195,1,0.2291458243301642,698.1028716021182,1
17981,48,unemployed,divorced,secondary,cellular,216.4,no,no,0,high,2,0.4650962319865091,196,1,0.17798698110800848,17.913824468995962,1
16847,59,unemployed,married,secondary,cellular,1729.68,no,no,3,high,2,0.46409121041553725,197,1,0.21061282428803185,169.06508181708398,1
18667,35,management,married,tertiary,cellular,937.04,yes,no,2,high,2,0.463437354333636,198,1,0.2553772480206931,110.89995479463994,1
19174,60,management,married,tertiary,cellular,623.82,yes,no,3,high,2,0.4621599449106054,199,1,0.2553772480206931,73.62643963876151,1
16946,30,admin.,single,tertiary,cellular,283.39,no,no,20,low,2,0.459332726312311,200,1,0.09093281488457068,11.83675191245881,1
17175,26,technician,single,secondary,cellular,1226.01,yes,no,4,high,2,0.4586659589909189,201,1,0.2291458243301642,128.85535425297806,1
16411,58,retired,married,primary,telephone,617.73,no,no,1,high,2,0.45861504154208266,202,1,0.15151974296436457,42.92558403331372,1
16275,29,blue-collar,married,secondary,cellular,798.29,yes,no,5,high,2,0.457723410760547,203,1,0.2291458243301642,83.72897257100348,1
22112,37,technician,married,tertiary,cellular,182.76,yes,no,2,high,2,0.4572815473051038,204,1,0.2045832359316559,17.097588865067742,1
19551,33,technician,single,secondary,cellular,1256.9,yes,no,4,high,2,0.45601928205837217,205,1,0.2291458243301642,131.33965778079843,1
21286,40,admin.,single,secondary,cellular,-18.66,yes,no,1,high,2,0.4557951787892578,206,1,0.24458270866493753,-2.0802096984648304,0
20504,34,blue-collar,single,,cellular,143.51,yes,yes,3,high,2,0.45458795159604676,207,1,0.1789439273129463,11.673929065804963,1
16564,51,entrepreneur,married,primary,cellular,1443.33,no,no,9,high,2,0.45167250481675714,208,1,0.21061282428803185,137.30112783840062,1
21132,58,management,married,secondary,cellular,2152.97,no,yes,7,high,2,0.44825417677707813,209,1,0.2757443369462912,266.11473667717576,1
16793,33,management,married,tertiary,cellular,229.08,yes,no,1,high,2,0.4461861220882485,210,1,0.2553772480206931,26.10270019045523,1
15518,33,management,single,tertiary,cellular,7605.35,yes,no,30,low,2,0.44394271220373127,211,1,0.09281817384526395,313.38568581618256,1
19752,66,retired,married,secondary,cellular,2427.93,no,yes,2,high,2,0.4414203985968964,212,1,0.20420102818554456,218.84996649754973,1
